,charge_TV_max,charge_TV_T,charge_outCur_drop,charge_outCur_drop_T,charge_temp_max,charge_temp_max_T,charge_inCur_drop,charge_inCur_drop_T,charge_vol_max,charge_vol_max_T,discharge_TV_min,discharge_TV_T,discharge_outCur_rise,discharge_outCur_rise_T,discharge_temp_max,discharge_temp_max_T,discharge_loadCur_rise,discharge_loadCur_rise_T,discharge_vol_min,discharge_vol_min_T,capacity
0,4.200618919711388,667.891,1.4979819144032747,702.5,27.445134031590747,869.766,1.49,692.547,4.931,653.828,2.612467347907089,3346.937,-0.004200625134143683,3366.781,38.98218133148803,3366.781,-0.0004,3366.781,1.782,3346.937,1.8564874208181574
1,4.200534039403741,3241.797,1.4867192234230207,3300.703,29.34194895777482,8.390999999999998,1.489,3288.844,4.931,3241.797,2.587208728940726,3328.828,-8.251687653064526e-05,3348.735,39.033397966787035,3348.735,-0.0006,3348.735,1.766,3328.828,1.846327249719927
2,4.200512572368636,3238.719,1.4879237833934178,3297.562,29.553300732538816,0.0,1.489,3285.797,4.942,3262.25,2.6519168938437794,3309.422,-0.003860658539919038,3329.281,38.818796689817404,3329.281,-0.0006,3329.281,1.82,3309.422,1.8353491942234077
3,4.201241977527469,3229.203,1.4938580101381282,3276.156,29.456340289732644,0.0,1.482,3276.156,4.942,3229.203,2.592947964776547,3309.719,0.0006518896916538332,3329.5,38.7623045063458,3329.5,-0.0006,3329.5,1.772,3309.719,1.8352625275821128
4,4.200912761930953,3228.218,1.4906853813848642,3275.125,29.4813335075363,0.0,1.479,3275.125,4.942,3228.218,2.547419651124539,3307.688,0.0002897482584636837,3327.531,38.66539257343368,3327.531,-0.0006,3327.531,1.738,3307.688,1.8346455082120419
5,4.201130061073781,3229.438,1.490379794275636,3276.547,29.39582042914756,0.0,1.479,3276.547,4.942,3217.938,2.5209480504077413,3309.25,-0.0008977875857369894,3329.047,38.75169504640032,3329.047,-0.0006,3329.047,1.72,3309.25,1.8356616600675495
6,4.200421491177214,3231.672,1.494552003933817,3278.735,29.438424119486054,0.0,1.485,3278.735,4.942,3243.578,2.487927319492314,3308.422,-0.0010105432453074283,3328.156,38.8207012322275,3328.156,-0.0006,3328.156,1.692,3308.422,1.8351461429226603
7,4.201657515035631,3243.062,1.493294313750808,3290.078,29.510810563981206,8.375,1.478,3290.078,4.942,3231.531,2.6652049047458775,3291.484,-0.0036011725973745775,3311.328,38.51713023385634,3311.328,-0.0006,3311.328,1.831,3291.484,1.8257567905665537
8,4.200753758739209,3215.328,1.490878827358101,3262.063,29.668813794471543,0.0,1.479,3262.063,4.942,3215.328,2.6038584726333673,3289.891,-0.002148432431867647,3309.625,38.526267904657,3309.625,-0.0006,3309.625,1.789,3289.891,1.8247738529891333
9,4.201831857667632,3221.688,1.4931178257967312,3256.844,29.779288735822295,0.0,1.481,3256.844,4.942,3210.297,2.552853984885676,3290.188,-0.0007430916666517141,3310.016,38.52698128472781,3310.016,-0.0006,3310.016,1.751,3290.188,1.824613268496936
10,4.201742634082998,3219.437,1.4951969176586772,3254.547,29.71100043300344,0.0,1.485,3254.547,4.942,3231.234,2.4724483018527317,3290.234,-0.0028218271011653546,3310.016,38.54143406601644,3310.016,-0.0006,3310.016,1.684,3290.234,1.8246195526864504
11,4.201679005710144,3222.688,1.4933029888853704,3269.719,29.79634895864274,0.0,1.479,3269.719,4.942,3222.688,2.64956413267546,3271.016,-0.0034695774386803496,3290.844,38.52197451768004,3290.844,-0.0006,3290.844,1.825,3271.016,1.8142019357673917
12,4.2014985288016975,3196.0,1.4901964490888038,3242.328,30.05302011094364,0.0,1.479,3242.328,4.942,3196.0,2.5724981777366227,3270.813,-0.002412185836307154,3290.578,38.582485834057856,3290.578,-0.0006,3290.578,1.772,3270.813,1.8137521577549054
13,4.200781010674598,3193.3429999999935,1.489402075020317,3239.7810000000027,30.168468843680714,8.312000000000001,1.49,3228.1560000000027,4.937,3193.3429999999935,2.5249886697730286,3270.312,-0.0023099005289717047,3290.141,38.520294134873915,3290.141,-0.0006,3290.141,1.738,3270.312,1.8134404914735822
14,4.2014727834057615,3195.625,1.4995518437684348,3230.422,30.06078601207466,0.0,1.49,3230.422,4.942,3218.813,2.694621861688723,3251.063,0.0008753044575501709,3270.859,38.21358592965045,3270.859,-0.0006,3270.859,1.862,3251.063,1.8025980036306504
15,4.201898516089988,3171.703,1.4981508293125487,3206.313,29.84105303532721,0.0,1.488,3206.313,4.942,3183.281,2.64010141737067,3249.985,-0.0036367906315180948,3269.766,38.1983618706913,3269.766,-0.0006,3269.766,1.82,3249.985,1.80210690024615
16,4.201110690758167,3162.968,1.499748990479272,3197.656,29.90236309006016,0.0,1.488,3197.656,4.937,3151.687,2.5739035098380962,3250.438,-0.0019434771744204662,3270.266,38.31926916027133,3270.266,-0.0006,3270.266,1.772,3250.438,1.802579500826209
17,4.201235277689194,3164.313,1.4944079471652139,3210.391,30.108307461804788,0.0,1.482,3210.391,4.942,3175.938,2.4942396831720126,3251.094,-0.0025175233798852546,3270.812,38.4787542519308,3270.812,-0.0006,3270.812,1.712,3251.094,1.8030683142834096
18,4.200260067001973,3161.391,1.4990094160082008,3207.438,30.32132377942574,0.0,1.486,3207.438,4.942,3184.469,2.4556793246645583,3250.766,-0.001995720296776681,3270.594,38.54659017774874,3270.594,-0.0006,3270.594,1.685,3250.766,1.8027776247196041
19,4.200303114674995,3132.281,1.495436863103986,3177.484,29.01875034428269,3319.828,1.483,3177.484,4.942,3143.672,2.632142800798914,3330.046,-1.9998926017311498,1629.953,38.44749852224995,3349.875,-0.0008,3349.875,1.804,3330.046,1.8470259949329193
20,4.201548950159194,3299.735,1.4905426884192625,3347.172,29.356471957843606,3494.703,1.479,3347.172,4.953,3299.735,2.5027764692056795,3331.172,-0.0017741240007892963,3350.938,38.992275791716615,3350.938,-0.0006,3350.938,1.709,3331.172,1.847417311283644
21,4.201926391615944,3304.75,1.4912692391582607,3352.562,29.32754285404437,3463.781,1.49,3340.578,4.948,3293.078,2.617507742871704,3311.344,-0.002500286039367389,3331.203,38.51424197364312,3331.203,-0.0006,3331.203,1.804,3311.344,1.8361774213478947
22,4.200130218490337,3262.141,1.4970120738511714,3309.328,28.938506516868497,3456.734,1.488,3309.328,4.948,3285.812,2.694074478000972,3292.532,-0.0024585307227558864,3312.547,38.165816144899125,3312.547,-0.0006,3312.547,1.86,3292.532,1.8257807475776242
23,4.20046300801372,3235.703,1.4977852901215316,3282.563,28.754789972770777,3403.907,1.486,3282.563,4.948,3259.141,2.6237674644021887,3291.172,0.0009797340124589374,3310.969,38.16526203587147,3310.969,-0.0006,3310.969,1.812,3291.172,1.8251136435078368
24,4.20186775647271,3238.422,1.4953192201192251,3273.765,28.688602374299098,3419.984,1.482,3273.765,4.942,3238.422,2.5010798299873738,3292.1870000000054,-0.0035506170998095173,3311.9060000000027,38.27549578575718,3311.9060000000027,-0.0006,3311.9060000000027,1.719,3292.1870000000054,1.8255815042203762
25,4.200660598877344,3229.0,1.4956338718962794,3276.515,28.633407089003214,3397.906,1.482,3276.515,4.942,3240.875,2.6849988185249796,3271.344,-0.00012835579014782027,3291.157,37.982160799183106,3291.157,-0.0006,3291.157,1.854,3271.344,1.8140311275083907
26,4.200137842273295,3193.797,1.4961685765985038,3240.563,28.589954117359028,3385.047,1.481,3240.563,4.942,3193.797,2.547109116468133,3272.672,0.0011043615738374486,3292.609,38.11100191887773,3292.609,-0.0006,3292.609,1.754,3272.672,1.8147691941158939
27,4.200294599601158,3194.641,1.4947106554957608,3241.125,28.50176643400805,3385.969,1.483,3241.125,4.942,3206.282,2.471314764334132,3270.922,-0.0005656332115885663,3290.688,38.18831137948753,3290.688,-0.0006,3290.688,1.695,3270.922,1.813969388710352
28,4.201161724074232,3195.984,1.4853786601348922,3242.891,28.530897709955585,3388.203,1.479,3242.891,4.942,3195.984,2.6613903306108773,3250.922,0.00021896676165160625,3270.734,37.998541119085836,3270.734,-0.0006,3270.734,1.834,3250.922,1.802765665167823
29,4.200395311210718,3161.766,1.499659658707231,2470.156,28.577658552419905,3363.313,1.489,3208.141,4.948,3184.969,2.541762355407921,3253.234,0.0005063167755639425,3273.156,38.194201649765226,3273.156,-0.0006,3273.156,1.746,3253.234,1.804077040117352
