,charge_TV_max,charge_TV_T,charge_outCur_drop,charge_outCur_drop_T,charge_temp_max,charge_temp_max_T,charge_inCur_drop,charge_inCur_drop_T,charge_vol_max,charge_vol_max_T,discharge_TV_min,discharge_TV_T,discharge_outCur_rise,discharge_outCur_rise_T,discharge_temp_max,discharge_temp_max_T,discharge_loadCur_rise,discharge_loadCur_rise_T,discharge_vol_min,discharge_vol_min_T,capacity
0,4.200399982192398,3095.297,1.4959024609879001,3143.219,30.02498708812653,3482.938,1.488,3143.219,4.948,3101.61,1.9182683747066012,3393.328999999998,0.0005452480814731326,49.375,41.81748104839704,3403.7189999999973,0.0004,49.375,1.0,3272.2660000000033,1.847011162956716
1,4.200076667066513,3096.469,1.4949078926890038,3151.641,30.000531528748443,3510.125,1.485,3151.641,4.948,3096.469,1.8939610306669548,3396.438,-0.001684035087506551,49.812999999999995,41.504410609595574,3406.875,0.0004,49.812999999999995,1.012,3275.078,1.8485654344528386
2,4.20017348264111,3092.031,1.4931775607745705,3139.203,29.75204112376427,3495.75,1.481,3139.203,4.942,3080.125,1.82462740970999,3395.343,0.0013051726178873032,49.921,41.670776193570134,3405.828,0.0004,49.921,1.008,3272.312,1.847111177186175
3,4.200534855103784,3095.828,1.4949510244493642,3140.578,30.02296835105506,3481.875,1.482,3140.578,4.942,3083.656,1.9612044915457982,3377.875,-0.0010440377749583566,50.266000000000005,41.58349706133725,3388.516,0.0006,50.266000000000005,1.001,3275.016,1.8489837601535537
4,4.200044153175023,3076.547,1.492955398394959,3121.984,30.000352076100203,3489.218,1.482,3121.984,4.942,3064.14,1.7869386268841287,3377.64,-0.00015878427203805373,50.531,41.82908827830225,3388.297,0.0006,50.531,1.018,3253.703,1.8370120718560439
5,4.2000820871296805,3076.468,1.4888172126735775,3126.39,30.01810832008208,3455.422,1.49,3119.703,4.942,3054.406,1.9399607811955055,3323.25,-0.0003856904137940101,50.75,41.15307253815554,3333.953,0.0006,50.75,1.008,3218.594,1.817549211247137
6,4.20056260447938,3167.016,1.4984478682462394,3207.703,30.419327499612812,3479.109,1.49,3201.031,4.942,3124.953,1.7632585904014149,3384.125,-0.0009180042936055196,51.266,41.167510218490015,3394.969,0.0006,51.266,1.046,3258.766,1.839863822522073
7,4.20002974562507,3182.86,1.4996910238812107,3238.079,30.792404002630015,3496.047,1.486,3238.079,4.948,3189.969,1.7411634552856725,3369.859,0.00046557970907707894,51.406,41.40744159178738,3380.734,0.0006,51.406,1.038,3243.172,1.8430595619731431
8,4.2006001937883255,3155.765,1.4983393737117847,3212.031,30.56346654181748,3456.39,1.49,3201.609,4.948,3131.968,1.990361763373611,3343.032,6.454956330568493e-05,51.75,41.089112912518665,3353.875,0.0008,51.75,1.036,3237.172,1.8401871729536057
9,4.200595254727478,3128.047,1.4916201083252127,3185.391,30.56752973525114,3460.156,1.49,3178.203,4.948,3103.906,1.8524105657072532,3343.453,-0.0022280316009207165,51.859,41.56081694228564,3354.281,0.0006,51.859,1.023,3236.672,1.8281265632888257
10,4.200544735271061,3130.703,1.4993204252833534,3185.203,30.967538591782915,3466.187,1.49,3174.359,4.948,3099.172,1.7970500760271888,3339.313,-0.001685669629046448,52.234,41.027186904575295,3350.25,0.0006,52.234,1.048,3209.969,1.8253563336445804
11,4.2000551891185935,3139.797,1.499718458838507,3198.688,30.30371001431053,3467.094,1.49,3191.36,4.948,3118.297,1.9099130781506344,3331.922,-0.0006227781935724825,52.328,41.20659187421087,3342.86,0.0006,52.328,1.042,3224.531,1.8214180552626154
12,4.2002981989106445,3129.421,1.4934096903325997,3185.843,30.94104267160379,3452.125,1.482,3185.843,4.948,3118.578,1.9344488971472638,3326.297,-0.0018884141199789189,52.516,41.458124206642374,3337.313,0.0006,52.516,1.04,3218.547,1.830315627968932
