,charge_TV_max,charge_TV_T,charge_outCur_drop,charge_outCur_drop_T,charge_temp_max,charge_temp_max_T,charge_inCur_drop,charge_inCur_drop_T,charge_vol_max,charge_vol_max_T,discharge_TV_min,discharge_TV_T,discharge_outCur_rise,discharge_outCur_rise_T,discharge_temp_max,discharge_temp_max_T,discharge_loadCur_rise,discharge_loadCur_rise_T,discharge_vol_min,discharge_vol_min_T,capacity
0,4.200335464372542,3003.204,1.483346913270784,3006.297,29.712547889456097,3393.5,1.474,3006.297,4.942,2968.063,1.98069037313681,3332.2660000000033,-0.0011788791366250336,49.375,40.711455499237935,3342.4379999999946,0.0004,49.375,1.002,3232.25,1.8132504303869899
1,4.2000348859118555,3008.531,1.4905286546582042,3011.75,29.723589161365588,3400.703,1.482,3011.75,4.942,2967.25,1.9296821070764223,3335.25,-0.0005889928653528179,49.812999999999995,40.56984371986605,3345.375,0.0004,49.812999999999995,1.01,3234.907,1.8149760087078302
2,4.200128739089412,2996.062,1.4865876177621293,2999.312,29.475019707607043,3392.531,1.479,2999.312,4.948,2987.453,2.169258771295841,3312.671,-0.0006021345688215176,49.921,40.420735413096146,3322.89,0.0004,49.921,1.007,3231.812,1.8135354175561993
3,4.200154377590356,2976.781,1.4867888866187462,2980.062,29.777412181263617,3296.922,1.478,2980.062,4.948,2964.843,1.898741105703338,3315.703,-0.001520442937002077,50.266000000000005,40.839359753382105,3326.016,0.0004,50.266000000000005,1.02,3213.969,1.815149273310334
4,4.200314162269316,2992.218,1.4851651686861622,2995.578,29.77882612386636,3364.781,1.478,2995.578,4.948,2977.328,1.9095478812878097,3315.156,-0.002567714554381135,50.531,40.762597974826,3325.5,0.0006,50.531,1.028,3212.843,1.8142913014068198
5,4.200184242114816,2981.25,1.4896170361405447,2984.687,29.74536095758909,3372.437,1.481,2984.687,4.948,2972.156,2.0442560844271522,2550.687,-0.0031128923864421447,50.75,39.78739652537364,2561.141,0.0006,50.75,1.006,2468.422,1.3863373424430125
6,4.200365566839728,3067.609,1.4862584126194187,3070.937,29.832426409777415,3402.094,1.479,3070.937,4.948,3055.609,1.8584184081271529,3321.094,-0.00044130182913749175,51.266,40.12859054534907,3331.594,0.0006,51.266,1.038,3217.313,1.8165277958816064
7,4.200146253929002,3054.11,1.4854338370689177,3057.641,30.163184091041693,3379.079,1.478,3057.641,4.948,3035.813,1.9288388497995346,3305.937,-0.0009105151880319978,51.406,40.39287009990307,3316.625,0.0006,51.406,1.056,3201.484,1.8085638576011063
8,4.200270669683207,3020.062,1.4882539516131552,3023.562,29.936163495550577,3410.328,1.482,3023.562,4.948,3020.062,1.935441772448038,3300.407,0.0009291354568855089,51.75,40.37811271633581,3311.047,0.0006,51.75,1.004,3216.188,1.804936077644182
9,4.200114249904489,3010.328,1.4901876851360154,3013.938,29.90319046738531,3356.672,1.481,3013.938,4.948,3010.328,2.0842440571468894,3279.047,-0.0008842677138803797,51.859,40.6345527951007,3289.75,0.0006,51.859,1.028,3194.359,1.8049315924982108
10,4.200051623228593,2999.062,1.48730709566577,3002.719,30.311865733626867,3396.797,1.479,3002.719,4.948,2992.547,1.8964443776301838,3145.203,-0.0012628661588962825,52.234,40.0980220096873,3155.984,0.0006,52.234,1.06,3038.844,1.717679232699393
11,4.200326672608145,3051.047,1.488287394051562,3054.75,29.758690662295916,3463.406,1.479,3054.75,4.948,3044.406,2.0399077334404954,3288.625,-0.0015985017799403345,52.328,40.34748376711444,3299.422,0.0006,52.328,1.028,3203.219,1.809804813280106
12,4.2003845912130275,3038.828,1.4846057673665611,3042.64,30.335555995747473,3418.39,1.479,3042.64,4.948,3032.062,2.1312634408664395,3282.922,-0.003471191717134507,52.516,40.655125518765814,3293.735,0.0006,52.516,1.042,3197.032,1.806556213274488
13,4.200302651187222,3024.812,1.4847803132221566,3028.687,30.42461030734828,3422.109,1.477,3028.687,4.948,3007.531,1.8782785619868927,3281.422,3.545979517569104e-05,52.859,40.78648924035223,3292.469,0.0006,52.859,1.004,3195.328,1.7938155707698507
14,4.200263951347935,3023.656,1.4829089917461262,3027.828,30.265896241564626,3439.39,1.474,3027.828,4.948,2999.359,1.9640553148703692,3269.985,-9.86454386596651e-05,52.891000000000005,40.64545029611132,3280.938,0.0006,52.891000000000005,1.026,3183.219,1.799304949381792
15,4.200111054518554,3006.047,1.4821709459519874,3010.328,30.119244655829085,3393.656,1.475,3010.328,4.953,3006.047,1.9028600928182506,3265.031,-0.00021720995687383212,52.967999999999996,40.753548433947245,3276.062,0.0006,52.967999999999996,1.019,3177.937,1.7842197448470132
16,4.200436998979122,3004.969,1.4894490062277896,3008.922,30.37989941847062,3358.36,1.484,3008.922,4.948,2972.844,2.066791178782658,3061.75,0.0005743764573664505,53.359,40.90407080657346,3072.906,0.0006,53.359,1.031,2974.109,1.6818819918515189
17,4.20020772297411,3143.5,1.486920422633939,3147.813,31.265066104037302,3460.469,1.478,3147.813,4.948,3127.875,2.1735697218309302,3275.218,-0.0005766397894601543,54.375,40.760169873884465,3286.64,0.0006,54.375,1.066,3185.265,1.8007519383961936
18,4.200321522238694,3106.609,1.491634635474982,3110.734,30.965980772157994,3452.266,1.481,3110.734,4.948,3102.766,1.8699981350012518,3287.906,0.0020729839781744564,53.625,40.86760057065783,3299.062,0.0006,53.625,1.017,3199.625,1.795972684272296
19,4.200157409705686,3098.375,1.4889533289910228,3102.594,30.808506780361235,3423.938,1.481,3102.594,4.948,3090.75,1.834360851438286,3283.016,-0.0016393518823255451,53.937,40.845772478695196,3294.281,0.0006,53.937,1.02,3194.031,1.7931026940553298
20,4.200483636051116,3079.891,1.4804565541236103,3084.172,30.676154239638752,3444.172,1.474,3084.172,4.942,3040.938,1.8588013920189892,3275.313,-0.000273174961738268,54.156,40.61328442378913,3286.61,0.0006,54.156,1.029,3186.11,1.8010267542068712
21,4.200195124761223,3056.844,1.485762788594558,3061.157,30.47035274931954,3421.75,1.479,3061.157,4.948,3045.0,2.1656553710973343,3241.937,-0.0005678722217047116,54.281,40.55411444614823,3253.25,0.0006,54.281,1.002,3174.937,1.7824572301269948
22,4.200205745234373,3029.453,1.4880596994793092,3033.843,30.70834829170997,3373.156,1.481,3033.843,4.948,3029.453,2.161441726851442,3266.703,-0.0005548996398741524,54.656,39.89740047610024,3278.172,0.0006,54.656,1.064,3176.797,1.7959303030608789
