0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.915761,0.0,0.27640423,0.0,1.1985505,0.0,0.37819427,0.0,0.31568417,1.489303,0.41281494,1.0811589,0.51122344,0.0,0.0,0.0,1.4683175,0.26033816,0.0,0.0,0.0,0.0,0.0,0.51150346,0.0,0.21686345,0.0,0.0,0.0,0.0,0.6947878,0.0036913923,0.0,0.0,0.3858981,0.0,0.0,0.38716632,0.0,0.0,0.0,0.0,0.5907673,0.0,0.0,0.0,0.86024964,0.0,1.3113472,0.6220399
0.0,0.0,0.2582316,0.0,1.1817632,0.0,0.0,0.8716283,1.0408932,0.0,0.0,1.4512467,0.98658925,0.0,0.0,1.2589796,0.0,0.0,0.0,1.3734467,0.0,0.0,0.0,0.94867957,1.0140662,0.1742068,0.0,0.3662544,0.5068017,0.2676196,1.4843946,1.3186282,1.7519273,0.0,2.0702,1.4920315,0.0,0.0,0.14447519,0.0,0.34092382,1.8281472,0.0,0.0,0.0,0.48875165,2.314507,0.0,0.7919893,1.2980692
2.2907646,1.0632533,1.2717508,0.0,0.34082672,0.0,0.0,0.0,1.5401314,0.36482948,0.0,1.6628809,1.2333478,0.0,0.0,0.47320774,0.0,0.7682184,0.0,0.12952118,0.0,0.0,0.0,0.0,0.50184697,0.84614027,0.0,0.0,0.65608877,2.0097494,1.803473,0.0,0.0,0.0,0.0,0.38901633,1.6324999,0.0,0.0,0.0,0.0,0.2321717,0.5563019,0.0,0.0,1.2597775,1.2147472,0.0,1.1529204,0.0
2.3605585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35642883,0.4064255,1.3447144,1.9749079,0.0,0.0,0.20973971,0.45121354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99930084,0.6917787,0.0,0.0,0.0,0.45099896,0.0,1.6177998,0.0,0.3621578,0.0,0.0,0.0,0.77278733,0.0,0.0,0.0,0.8674205,0.11811974,2.7598634,0.0
0.0,0.2865879,0.0,0.0,0.37953693,0.0,1.6197671,1.0527562,0.32121384,0.7673045,0.17687291,0.20017715,0.0,0.0,0.0,0.0,0.0,0.7731723,0.0,0.0,0.0,0.0,1.4437925,0.5156915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14781745,0.0,0.0,0.0,0.15152803,0.96565324,0.38595515,1.4180814,0.0,0.0,0.0,0.85714674,0.0,0.0,0.0,0.97939914,0.0
0.0,1.4139302,1.6378686,0.0,0.77432597,0.0,2.2552152,0.96776986,2.512346,2.8360279,0.0,2.7246614,0.19867967,1.0409383,0.0,0.0,0.0,3.2307906,0.0,0.0,0.0,1.2629051,1.6168786,2.6178727,3.8064723,1.1118056,0.0,0.19007872,1.2594714,0.0,0.0,1.3207579,0.0,0.0,1.7432954,4.035114,0.0,0.5801209,0.0,0.0,0.0,0.0,0.5909714,0.0,0.0,1.5709963,0.4539193,0.0,0.2201273,0.0
0.0,0.0,0.7880131,0.98155785,0.6730713,0.84173584,0.0,0.27564672,0.32567558,0.32407397,1.6207185,0.0,0.8881403,0.31584638,0.0,1.2941232,0.19196075,0.8506326,1.8699999,0.9548886,0.9981904,0.121107064,0.0,0.2312571,0.0,0.0,0.0,0.12983392,0.3444644,0.0007896342,0.6095583,0.3110246,0.76851565,0.06867765,0.28252858,0.0,0.0,0.0,0.34867325,1.2843114,0.28674844,1.6175859,0.0,0.0,0.63144726,0.0,0.0,0.019575076,0.0,1.8160995
0.0,0.0,0.0,0.65685236,0.38649318,0.0,0.0,1.1988318,0.97091436,0.5837031,1.6281766,0.0,1.665376,0.0,0.0,0.86595285,0.0,0.0,0.53376126,1.2455419,0.02063319,1.0307009,0.06172875,0.8373697,0.0,0.0,0.36795464,0.0,0.22046311,0.0,0.0,0.7998344,0.5403006,0.0,0.729385,0.0,0.0,0.0,0.16987777,1.8536752,0.0,1.040524,1.2049667,0.0,0.6338636,0.0,0.9573845,0.0,0.17277837,1.5669194
0.0,0.051569354,0.51857215,0.35891107,0.7212882,0.5563861,0.0,0.0,0.15249902,0.0,0.0,0.0,0.41855338,0.06624462,0.6539389,0.1920198,0.77726346,0.0,1.4720715,0.8074335,0.24261837,0.0,0.0,0.0,0.0,0.41385275,0.0,0.0,0.65508187,0.0,0.41700512,0.0,1.045206,0.0,0.3544518,0.0,0.56500787,0.0,0.0,0.0,1.0028167,0.95415133,0.0,0.014869046,0.0,0.24674268,0.0,0.79408115,0.0,0.13249151
0.0,0.79213583,0.0,0.0,1.1180359,0.0,0.9325864,0.097876266,0.9099567,0.0,0.0,0.19789141,1.1039934,0.0,0.35536098,0.46200925,0.0,1.5935422,0.3972079,0.7227025,0.091851406,0.22135551,0.09848045,0.0,0.5569521,0.816134,1.0562373,0.0,0.0,0.31958094,0.084554836,0.0757926,0.15600373,0.0,0.64684576,0.0,0.2447845,0.6387914,0.4871826,0.627161,0.0,0.16044003,0.0,0.0,0.0,0.17603998,0.054248873,0.65549266,0.46797103,0.0
