0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0,0.64475274,1.3769413,0.0,1.3339489,0.0,0.0,0.0,0.26954618,0.0,0.0,1.9592237,0.9628095,0.0,0.2678162,0.0,1.3765385,1.1488212,0.0,0.9778498,0.0,0.0,0.0,0.0,0.0,1.5276182,0.0,0.22195597,0.7733067,0.0471011,1.2399206,0.07697388,0.0,0.0,0.65971714,0.08901745,0.9868079,0.0,0.0,0.0,0.47992945,0.43871102,0.054737985,0.48185515,0.0,1.6770583,0.0,1.3721387,0.9675097,0.0
1.6123862,0.0,0.0,0.33604094,0.0,0.0,0.0,0.0,0.0,0.0,0.51694864,1.9588659,0.62332255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31437683,0.0,0.0,0.0,0.0,0.42927033,0.43206024,0.8042108,0.0,0.0,0.0,0.42218372,0.0,0.0,0.022089422,0.0,0.0,0.0,1.0277817,0.24574232,0.78939605,0.945623,0.0,2.2720926,1.4279171,0.0,0.063715115,0.9999293
0.0,0.0,0.0,0.0,0.0,1.0951942,0.2628328,0.0,0.0,0.0,1.3483081,0.9013467,0.0,0.0,0.0,0.0,1.5201846,0.0,0.0,0.0,0.0,0.0,0.22831152,1.3801035,0.0,0.8344805,0.0,0.19607405,0.65267944,0.0,0.0,0.014537035,0.0,1.4076576,0.0,0.0,0.0,0.0,0.0,0.0,0.9960123,0.19463582,1.6789935,1.2669151,0.0,0.95802253,0.11324182,0.0,0.5810026,1.2671208
0.75891,0.0,0.3726957,0.0,0.5764348,0.2685136,1.0596656,0.0,0.0,0.921782,0.67552346,0.79401755,0.0,0.0,0.0,0.0,0.93593144,0.21398166,0.0,0.0,0.0,0.9087221,1.4812186,0.56624687,0.0,0.15701994,0.0,0.0,2.1516705,0.0,1.1780317,1.0333518,0.0,1.0293263,0.0,0.0,0.0,1.0297793,0.0,0.0,0.0,0.04997514,1.1011105,1.2562762,0.0,0.0,1.1280487,0.0,0.023621874,0.30896243
0.0038591092,0.0,0.0,0.0,0.0,0.9404013,1.6691042,1.2517308,0.0,0.0,0.8595204,0.60767555,0.0,0.0,0.0,0.0,0.4918104,0.0,0.0,0.0,0.0,0.0,2.0830543,2.6938097,0.0,0.0,0.5712071,0.0,0.16905122,0.0,0.0,0.0,0.0,1.5485318,0.5647785,0.0,0.0,0.0,0.0,0.0,1.5297697,0.0,1.0277573,0.96778554,0.0,0.0,0.77403986,0.0,0.22215316,1.5290067
0.14800063,0.26362506,0.0,0.0,1.9489666,0.45638022,0.0,0.0,0.38911435,1.0493706,0.0,0.7397672,1.1228623,0.8050972,0.0,0.278454,0.0,1.041556,0.0,0.5112064,0.0,0.0,0.0,1.3233743,0.3463407,0.41361505,0.0,0.0,0.43116865,0.0,1.8121591,0.5540149,1.2686921,0.0,2.3994646,0.5572972,0.0,0.0,0.17340595,0.5592987,0.0,0.68882877,0.0,0.0,0.0,0.0,0.02404999,0.0,0.33430377,0.9933586
0.0,0.0,0.9189118,0.30009323,0.9414753,1.9744838,0.0,1.4021034,0.0,0.0,0.0,0.0,0.16011865,1.4473547,0.0,1.0766151,0.69484377,0.0,0.48016053,1.6931626,0.0,0.0,0.0,0.0,1.040941,0.0,0.0,0.3062269,1.0547061,0.0,2.1447759,2.481583,1.9731507,0.080476224,1.6592356,1.0519247,0.0,0.0,0.0,1.5639051,0.39908317,2.9223423,0.0,0.0,0.0,0.0,1.4968926,0.044438552,0.7670203,1.6780696
0.38020232,0.0,0.50093687,0.8023078,0.0,0.0,0.0,0.2692582,1.1725591,0.0,0.07856935,0.0,0.84751517,0.52866286,1.6383184,0.0,0.0,0.0,0.0,1.0971516,0.0,0.0,0.0,0.2999674,0.0,0.0,1.0396264,0.45987415,1.7391165,0.060966592,0.0,0.91751486,0.70496005,1.1002513,0.5363364,0.0,0.0,0.0,0.0,0.31989765,0.7766578,0.7162465,0.58086556,0.3661453,0.4442939,1.1943744,1.6736126,0.58296686,0.0,0.7535361
0.0,0.0,0.16047311,0.0,1.2811486,0.0,0.0,1.5644579,1.2179687,0.0,0.0,0.0,1.2242272,1.0103452,1.0932604,1.5370257,2.0094557,0.28023276,1.4191777,1.3717403,0.9112027,1.1902918,0.0,0.0,0.31700268,0.0,0.0,0.123509005,1.3573836,0.0,0.0,1.6330925,1.0224266,0.0,0.0,0.0,0.0,2.1403675,0.0,2.4268746,0.10229545,0.5736061,0.5257188,0.0,0.0,0.3861426,0.0,0.23511325,0.0,0.81403124
0.5653423,0.112926014,0.89803237,0.78078926,1.3985618,1.0163404,0.0,0.0,0.0,0.13628022,0.0,0.0,1.406007,0.18732399,0.0,0.75993156,0.95938873,0.0,0.0,0.8357329,0.35944238,0.9708477,0.0,0.0,0.261638,0.0,0.0,0.0,0.0,0.0,1.3449365,0.1600874,1.673154,0.0,0.47394854,0.0,0.0,0.20869678,0.0,0.38211986,0.5781152,0.9443543,0.0,0.0,0.0,0.0,0.0,0.9399885,0.0,0.48293683
0.0,0.0,0.62855566,0.15856186,0.7736088,0.6056375,0.0,1.2110459,0.0,0.0,0.0,0.0,0.18878165,0.80943656,0.52805763,1.0388995,0.5903808,0.0,0.67747945,0.48355082,0.479817,0.4054536,0.0,0.0,0.5871105,0.0,0.21351376,0.64514375,0.069295004,0.0,1.4212282,1.7969606,1.0369878,0.0,0.0,0.3876723,0.0,1.4150201,0.0,0.8547041,0.03863021,1.2904006,0.0,0.0,0.0,0.0,1.0038959,0.0,0.055385616,0.23477863
