0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0,1.4454362,0.0,1.3805497,0.0,2.0501645,0.0,0.0,0.0,0.0,0.25263694,1.5271341,0.0,0.0,1.412239,0.0,1.6711067,0.0,0.0,0.0,0.0,0.28747284,2.7229822,0.0,0.0,0.4341472,1.078719,4.0102434,0.0,0.0,0.0,0.0,0.0,0.60490584,0.0,0.0,2.295038,0.0,4.406642,0.0,1.6147264,1.5300221,0.0,3.3735857,0.0,0.0,0.5052731,0.0,1.5693972,0.20093282
2.9115455,0.0,0.9194329,1.7050791,0.0,0.51322955,0.0,0.0,0.0,0.0,0.3004091,0.0,0.0,0.0,1.4915428,0.0,0.04744413,0.0,0.0,0.0,0.0,0.30743933,0.0,0.0,0.0,0.64891636,0.9607177,1.022293,0.7671963,0.0,2.256453,0.0,0.0,0.7149737,0.0,0.0,2.1336045,0.0,0.0,0.0,0.0,1.0442897,3.1681604,2.0907187,0.0,0.0,1.5498462,0.0,2.4589841,0.0
2.5583313,0.0,1.9855515,0.41122562,0.0,1.1743542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997761,0.0,0.0,0.0,0.0,0.0,0.97709274,1.8688581,0.0,0.0,0.0046133487,0.6701389,0.0,2.448407,0.0,0.0,2.193805,0.0,0.0,0.40678996,0.0,0.0,3.1359131,0.0,0.0,0.0,0.0,1.8217037,2.3413289,2.0671327,0.0,0.0,0.0,0.18297774,2.7860544,0.0
2.4632494,0.0,1.1810964,1.834973,0.0,0.0,0.0,0.0,0.0,0.0,0.85543907,0.0,0.0,0.0,1.3781706,0.0,0.0,0.0,0.0,0.0,0.1961238,2.0964515,0.0,0.0,0.7604777,0.8455335,1.8172534,2.4213414,0.0,0.0,1.8788245,0.0,0.0,0.0,0.0,0.0,2.3080573,0.0,0.0,0.0,0.0,1.5823994,3.7948148,1.5323508,0.0,0.0,2.353912,0.0,3.577201,0.0
3.1972969,0.0,1.025321,0.87306166,0.0,1.5745559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2478923,0.0,1.0489552,0.0,0.0,0.0,0.04321114,0.0,0.0,0.0,0.0,0.25639898,0.0,0.60292554,0.3234315,0.0,2.4053237,0.0,0.018639855,0.78214616,0.0,0.0,2.5179884,0.0,0.0,0.0,0.0,1.462424,1.6384057,2.5018232,0.0,0.0,0.11759442,0.97686374,1.7030424,0.0
2.5117903,0.0,1.8281237,1.1862476,0.0,0.6970879,0.0,0.0,0.0,0.0,0.23417762,0.0,0.0,0.0,1.1934154,0.0,0.0,0.0,0.0,0.0,0.5235693,1.6295947,0.0,0.0,0.082964174,0.8189159,0.5915703,2.1417658,0.0,0.0,2.0782037,0.0,0.0,0.44926986,0.0,0.0,2.7377849,0.0,0.0,0.0,0.0,1.4397261,2.73663,1.730549,0.0,0.0,0.41620418,0.0,2.9553928,0.0
2.9161217,0.0,0.8229153,1.0874205,0.0,1.4175893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4480838,0.0,0.9026414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10673578,0.0,0.8549373,0.48270935,0.0,2.3783221,0.0,0.0,0.8067592,0.0,0.0,2.4712594,0.0,0.0,0.0,0.0,1.5013888,1.9305601,2.4959774,0.0,0.0,0.77722055,0.6795492,1.8993852,0.0
2.678108,0.0,1.4378659,0.9037596,0.0,0.96657616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.128138,0.0,0.0,0.0,0.0,0.0,0.7157397,0.9468058,0.0,0.0,0.0,0.14388993,0.18799329,1.4775017,0.0,0.0,2.1096673,0.0,0.0,0.5178582,0.0,0.0,2.7111664,0.0,0.0,0.0,0.0,1.3783914,2.338769,1.9411619,0.0,0.0,0.6394027,0.15768114,2.401151,0.0
2.582363,0.0,0.9795579,1.8033888,0.0,0.0,0.0,0.0,0.0,0.0,0.84779584,0.0,0.0,0.0,1.1712315,0.0,0.0,0.0,0.0,0.0,0.19167034,1.756557,0.0,0.0,0.5190048,0.3202891,1.8660012,1.6619484,0.0,0.0,1.582551,0.0,0.0,0.22777253,0.0,0.0,2.1005926,0.0,0.0,0.0,0.0,1.08176,3.7367666,1.450526,0.0,0.0,2.3787131,0.0,2.9523404,0.0
2.8476458,0.0,0.24968302,1.4754381,0.0,1.6467102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4987233,0.0,0.8506265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0185826,0.0,1.9795408,0.0,0.30613494,1.3460841,0.0,0.0,1.9098328,0.0,0.0,0.0,0.0,1.1454793,1.4943825,2.4936914,0.0,0.0,1.1148188,0.23684801,0.8853241,0.0
3.0590048,0.0,1.3646036,1.2677401,0.0,0.8250209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0939087,0.0,0.0,0.0,0.0,0.0,0.33208486,0.4578733,0.0,0.0,0.0,0.29951674,0.24263112,0.84186894,0.0,0.0,2.2720256,0.0,0.05745026,0.36019328,0.0,0.0,2.4054513,0.0,0.0,0.0,0.0,1.147956,2.0068102,1.7584945,0.0,0.0,0.80230546,0.22590962,2.0600612,0.0
2.516493,0.0,1.377906,1.3549602,0.0,0.09971283,0.0,0.0,0.0,0.0,0.34514406,0.0,0.0,0.0,0.9499881,0.0,0.0,0.0,0.0,0.0,0.57975733,1.7265252,0.0,0.0,0.41615793,0.17158721,1.1572347,1.5368406,0.0,0.0,1.6481763,0.0,0.0,0.26638308,0.0,0.0,2.3129704,0.0,0.0,0.0,0.0,1.0487206,3.0207398,1.3358243,0.0,0.0,1.5235605,0.0,2.6512449,0.0
2.4029222,0.0,1.2003791,1.4195561,0.0,0.0,0.0,0.0,0.0,0.0,0.43137085,0.0,0.0,0.0,0.92280936,0.0,0.0,0.0,0.0,0.0,0.7448123,2.1994812,0.0,0.0,0.7024191,0.35632086,1.2649758,1.9007457,0.0,0.0,1.4840049,0.0,0.0,0.0,0.0,0.0,2.4515436,0.0,0.0,0.0,0.0,1.2643678,3.153984,1.322435,0.0,0.0,1.7779411,0.0,2.8134377,0.0
2.6129136,0.0,1.0317373,1.2221987,0.0,0.7366926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1426243,0.0,0.0,0.0,0.0,0.0,0.375365,0.5424612,0.0,0.0,0.0,0.0,0.5353848,1.04724,0.0,0.0,1.9787014,0.0,0.0,0.39339337,0.0,0.0,2.4505136,0.0,0.0,0.0,0.0,1.1799686,2.1170635,1.7403978,0.0,0.0,1.3791424,0.0,2.0482693,0.0
3.297801,0.0,0.0,1.424031,0.0,1.4102956,0.036892004,0.0,0.0,0.0,0.3388982,0.0,0.0,0.0,0.93246776,0.0,0.1665236,0.0,0.0,0.0,0.0,0.0,0.28803083,0.0,0.0,0.0,0.058824234,0.0,2.7001543,0.0,0.93779933,0.0,0.08801631,1.9743665,0.0,0.0,1.1785365,0.0,0.0,0.0,0.0,0.019308351,2.0993762,2.1368008,0.0,0.0,0.7068385,0.0,0.11686545,0.0
2.8361433,0.0,0.0035077129,0.09301638,0.0,2.95944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8182685,0.0,1.6050128,0.0,0.0,0.0,0.6632347,0.0,0.20536888,0.0,0.0,0.0,0.0,0.0,1.4517622,0.0,1.2359761,0.0,0.19343005,1.7856889,0.0,0.0,2.4966998,0.0,0.0,0.0,0.0,1.2664583,0.2168883,3.1211634,0.0,0.0,0.0,1.4217514,0.0,0.0
2.7348228,0.0,0.57202876,1.9901593,0.0,0.0,0.0,0.30061263,0.0,0.0,1.7887219,0.0,0.0,0.0,0.4911673,0.0,0.0,0.0,0.0,0.0,0.38481018,1.8215195,0.0,0.0,0.0,0.0,1.699375,0.0,1.2196178,0.0,0.5781983,0.0,0.0,1.0542943,0.0,0.0,1.2814809,0.0,0.0,0.055735294,0.0,0.0,3.7734067,1.0100384,0.0,0.0,1.7972256,0.0,1.6394506,0.0
